x,y,z,nx,ny,nz,S,pt
0,0,0,-0.650464,-0.757888,-0.0500189,0.513085,1
1,0,0,0.892717,0.437564,0.107673,0.275459,1
2,0,0,0.133107,-0.661289,-0.738227,0.37434,1
3,0,0,-0.551054,-0.563994,-0.61502,0.321904,1
4,0,0,0.664385,-0.300914,-0.684137,0.376433,1
5,0,0,0.462022,-0.869931,0.172501,0.1783,1
6,0,0,0.314643,-0.653523,0.688409,0.38996,1
7,0,0,-0.771926,0.63391,0.0478305,0.494076,1
8,0,0,-0.831371,0.21894,-0.510772,0.339227,1
9,0,0,-0.791894,-0.141345,-0.594075,0.468239,1
10,0,0,0.225125,0.0641381,0.972217,0.456038,1
11,0,0,0.825908,-0.0445453,0.562042,0.505275,1
12,0,0,0.977464,-0.142078,-0.156132,0.293101,1
13,0,0,-0.879114,0.182125,0.440442,0.411481,1
14,0,0,0.33773,-0.667648,-0.663464,0.215633,1
15,0,0,-0.291656,0.91455,-0.280242,0.436118,1
16,0,0,0.0502646,-0.995722,0.0775358,0.591068,1
17,0,0,0.440998,-0.875632,-0.196952,0.313239,1
18,0,0,0.397365,-0.00433079,-0.91765,0.311306,1
19,0,0,0.0620568,-0.158586,-0.985393,0.143546,1
0,1,0,-0.833142,-0.477641,-0.278809,0.362936,1
1,1,0,0.496497,-0.802288,-0.331397,0.395246,1
2,1,0,-0.261069,-0.936021,-0.236024,0.46279,1
3,1,0,0.989462,0.138374,-0.0426215,0.35308,1
4,1,0,0.866723,0.197411,-0.458061,0.771847,1
5,1,0,-0.773619,-0.56128,0.294072,0.238334,1
6,1,0,-0.428317,-0.822378,-0.374485,0.344738,1
7,1,0,0.243675,0.966157,-0.0846359,0.320942,1
8,1,0,-0.587127,-0.759608,0.279781,0.326165,1
9,1,0,-0.676334,0.141539,-0.722869,0.287259,1
10,1,0,-0.0905658,-0.355341,0.930339,0.411212,1
11,1,0,0.0524822,-0.492551,-0.8687,0.249342,1
12,1,0,0.46402,0.670751,-0.5786,0.29307,1
13,1,0,-0.880026,-0.278467,0.38472,0.410093,1
14,1,0,0.3989,-0.417042,0.816673,0.129126,1
15,1,0,-0.794463,-0.602371,-0.0773158,0.386405,1
16,1,0,-0.693094,-0.0814961,-0.716225,0.350127,1
17,1,0,-0.10485,-0.278798,-0.954609,0.343594,1
18,1,0,-0.0536327,-0.440992,0.895907,0.427422,1
19,1,0,0.90135,0.167288,-0.399478,0.316079,1
0,2,0,-0.267936,0.484891,-0.832521,0.57082,1
1,2,0,0.273896,-0.869375,0.4113,0.572688,1
2,2,0,-0.370641,0.69172,0.619797,0.343225,1
3,2,0,0.892946,0.380333,-0.240821,0.54991,1
4,2,0,0.916283,-0.0603095,-0.395964,0.786808,1
5,2,0,0.638329,-0.227133,-0.735491,0.577171,1
6,2,0,0.00085075,0.24116,-0.970485,0.239062,1
7,2,0,0.212587,-0.417707,0.883362,0.377443,1
8,2,0,-0.750484,-0.58354,0.31025,0.288942,1
9,2,0,-0.42894,0.192547,-0.882574,0.379067,1
10,2,0,-0.0609987,-0.234035,-0.970313,0.310727,1
11,2,0,0.224294,0.888044,0.401334,0.597469,1
12,2,0,-0.462618,0.627126,0.626656,0.426664,1
13,2,0,0.699162,0.711238,-0.0728939,0.338201,1
14,2,0,0.178457,0.431972,0.884055,0.268751,1
15,2,0,-0.712119,-0.697953,0.0758215,0.38471,1
16,2,0,-0.369256,-0.890536,0.265697,0.248923,1
17,2,0,0.727792,-0.585955,-0.356335,0.187646,1
18,2,0,0.209163,0.601222,-0.771222,0.427287,1
19,2,0,0.380987,-0.760497,0.525825,0.578768,1
0,3,0,-0.231709,0.61816,-0.751125,0.42679,1
1,3,0,-0.377555,0.902821,-0.20583,0.430309,1
2,3,0,-0.641109,0.354932,-0.680443,0.360383,1
3,3,0,-0.664578,-0.244105,0.706221,0.507206,1
4,3,0,0.577005,-0.699908,-0.420944,0.705882,1
5,3,0,0.947097,0.210124,-0.242603,0.52632,1
6,3,0,-0.690478,0.708085,-0.147839,0.204822,1
7,3,0,-0.713688,0.403857,0.572318,0.259857,1
8,3,0,-0.808021,-0.588277,-0.0321381,0.211231,1
9,3,0,-0.0763849,0.664576,0.743306,0.438727,1
10,3,0,0.207004,-0.550363,-0.808858,0.665247,1
11,3,0,0.25863,-0.859936,-0.440024,0.377228,1
12,3,0,0.999281,-0.0118762,-0.0360024,0.27507,1
13,3,0,-0.538866,-0.63685,-0.551403,0.570046,1
14,3,0,-0.586479,-0.251453,0.769944,0.212377,1
15,3,0,-0.377232,0.0729,0.923245,0.423896,1
16,3,0,-0.00865373,0.993379,-0.114555,0.399152,1
17,3,0,-0.147797,-0.145258,-0.978292,0.595276,1
18,3,0,-0.347591,0.923562,-0.161908,0.589598,1
19,3,0,-0.435693,-0.59493,0.675448,0.573012,1
0,4,0,-0.880678,-0.473642,-0.00833333,0.400915,1
1,4,0,-0.440565,-0.518418,-0.732902,0.337757,1
2,4,0,0.972994,0.205167,-0.105779,0.525807,1
3,4,0,0.946415,0.30359,-0.110147,0.661436,1
4,4,0,-0.937001,-0.317243,0.146239,0.319617,1
5,4,0,0.149733,-0.847694,0.508915,0.636386,1
6,4,0,0.707136,0.559294,-0.432607,0.273297,1
7,4,0,-0.559207,0.576044,0.596205,0.380988,1
8,4,0,-0.863207,0.221323,0.453751,0.541464,1
9,4,0,-0.846251,0.464359,0.261207,0.550673,1
10,4,0,-0.895345,0.247931,0.369984,0.317653,1
11,4,0,0.168402,-0.542259,0.823162,0.395494,1
12,4,0,-0.388772,0.545976,-0.742136,0.289754,1
13,4,0,0.958745,-0.148721,-0.242262,0.316355,1
14,4,0,0.930203,-0.263757,-0.255253,0.140455,1
15,4,0,-0.150822,-0.888657,-0.433061,0.357273,1
16,4,0,-0.187232,-0.825745,-0.532061,0.637073,1
17,4,0,0.28552,-0.947999,0.140624,0.556825,1
18,4,0,-0.313866,0.949446,0.00635989,0.662335,1
19,4,0,-0.621176,-0.783415,0.0200262,0.479585,1
0,5,0,0.741533,0.0937827,0.664329,0.761092,1
1,5,0,0.498469,-0.0197465,0.866682,0.587531,1
2,5,0,-0.981765,0.189137,0.0190736,0.308715,1
3,5,0,0.826102,-0.425333,0.369658,0.412331,1
4,5,0,-0.203776,0.925489,0.31929,0.28392,1
5,5,0,0.812543,0.56093,-0.158531,0.506563,1
6,5,0,-0.794773,0.0971773,0.599076,0.587945,1
7,5,0,0.343608,0.778313,-0.525511,0.23307,1
8,5,0,-0.974092,-0.0735224,0.213867,0.390839,1
9,5,0,0.927439,-0.345941,0.142064,0.201883,1
10,5,0,-0.261659,0.281053,-0.923333,0.266962,1
11,5,0,-0.248439,-0.5522,0.795835,0.613465,1
12,5,0,0.557953,0.393546,-0.730623,0.528549,1
13,5,0,0.812418,-0.582988,-0.010053,0.379775,1
14,5,0,0.453099,-0.761118,0.464113,0.341653,1
15,5,0,0.080316,-0.57403,-0.814886,0.261633,1
16,5,0,0.60729,0.779186,-0.155138,0.358757,1
17,5,0,-0.450544,0.68222,-0.575834,0.209872,1
18,5,0,0.635306,0.767117,-0.0889827,0.403939,1
19,5,0,-0.701919,-0.279821,-0.654989,0.478846,1
0,6,0,-0.548556,-0.622223,-0.558502,0.349352,1
1,6,0,-0.631436,-0.16917,-0.75675,0.669759,1
2,6,0,-0.539619,0.12691,-0.832289,0.60517,1
3,6,0,-0.411003,0.354005,-0.840093,0.56562,1
4,6,0,-0.707008,0.698406,0.111219,0.342818,1
5,6,0,-0.045567,-0.996897,0.0641933,0.175885,1
6,6,0,-0.222023,0.281094,-0.933645,0.267774,1
7,6,0,-0.185381,0.68444,-0.705107,0.609922,1
8,6,0,-0.754388,0.333795,-0.565226,0.459515,1
9,6,0,0.233871,0.903925,0.358085,0.309453,1
10,6,0,-0.0374826,-0.869637,0.492266,0.415774,1
11,6,0,0.199931,0.597026,-0.776909,0.530301,1
12,6,0,0.799235,0.466958,-0.378383,0.395976,1
13,6,0,0.634663,-0.771658,-0.0417928,0.286146,1
14,6,0,0.400471,0.868907,-0.2909,0.54211,1
15,6,0,-0.304341,0.576465,-0.75833,0.429387,1
16,6,0,0.746631,0.664307,0.0351947,0.427629,1
17,6,0,0.546379,-0.724868,-0.419568,0.225756,1
18,6,0,0.048096,-0.995631,-0.0800377,0.337703,1
19,6,0,-0.0431511,0.356606,0.933258,0.634509,1
0,7,0,-0.9402,-0.13144,0.314242,0.0938989,1
1,7,0,-0.0261462,0.887161,0.460718,0.379279,1
2,7,0,0.212473,0.758004,0.616673,0.408884,1
3,7,0,-0.997434,-0.0605637,0.0381695,0.543992,1
4,7,0,-0.956591,0.25763,-0.136234,0.519114,1
5,7,0,0.99313,0.0779938,0.0872363,0.284907,1
6,7,0,-0.925959,0.0893704,-0.366896,0.562281,1
7,7,0,-0.731245,0.10633,-0.673776,0.644333,1
8,7,0,-0.958462,0.193777,-0.209285,0.618953,1
9,7,0,0.942873,0.15419,0.295325,0.330902,1
10,7,0,-0.59803,0.150462,0.787223,0.453237,1
11,7,0,-0.926423,-0.0299765,0.375288,0.357307,1
12,7,0,-0.0158786,0.797832,-0.602671,0.476762,1
13,7,0,-0.439999,-0.714895,0.543439,0.617018,1
14,7,0,0.1246,0.887012,-0.444616,0.651025,1
15,7,0,-0.17032,-0.90127,0.398376,0.307217,1
16,7,0,-0.473258,-0.407955,-0.780768,0.414437,1
17,7,0,0.978266,0.131278,0.160506,0.474489,1
18,7,0,0.60355,0.285587,0.744424,0.522312,1
19,7,0,-0.300193,-0.098456,-0.948784,0.5341,1
0,8,0,0.300132,-0.903689,0.305398,0.417008,1
