x,y,z,nx,ny,nz,S,pt
0,0,0,-0.421521,0.15438,0.893581,2.32267e+27,1
1,0,0,-0.552082,-0.293582,0.780394,3.71393,1
2,0,0,0.275897,0.427723,-0.860775,0.859134,1
3,0,0,0.611359,0.310439,-0.72792,0.833515,1
4,0,0,0.772291,-0.147586,-0.617888,0.860547,1
5,0,0,-0.77398,0.0786434,0.628307,0.906513,1
6,0,0,-0.572307,0.280882,0.770435,0.895705,1
7,0,0,0.767386,0.203421,-0.608062,0.800298,1
8,0,0,-0.54086,0.583992,0.60533,0.929046,1
9,0,0,0.688258,-0.127902,-0.714103,0.93507,1
10,0,0,0.595193,-0.51149,-0.619778,0.866831,1
11,0,0,-0.826382,0.359222,0.433651,0.917936,1
12,0,0,0.911316,-0.0426908,-0.409489,0.965473,1
13,0,0,0.662584,0.00630962,-0.748961,0.949084,1
14,0,0,0.621522,-0.0373188,-0.782507,0.963566,1
15,0,0,-0.608387,0.0554699,0.7917,0.863435,1
16,0,0,-0.492506,-0.193387,0.848551,0.877599,1
17,0,0,-0.557607,0.232336,0.796928,0.794913,1
18,0,0,-0.686666,0.102691,0.719684,0.938733,1
19,0,0,-0.720367,0.0377371,0.692566,0.913095,1
0,1,0,-0.70892,0.140423,0.691169,0.879505,1
1,1,0,0.453256,0.0874786,-0.887078,0.894713,1
2,1,0,-0.376856,-0.51601,0.769229,0.861574,1
3,1,0,0.442329,0.23221,-0.86627,0.839045,1
4,1,0,-0.542358,-0.418888,0.728272,0.902721,1
5,1,0,-0.733697,-0.116586,0.6694,0.835375,1
6,1,0,-0.845162,0.399442,0.355172,0.952952,1
7,1,0,-0.736916,0.246005,0.629632,0.883903,1
8,1,0,-0.685231,0.142873,0.714175,0.881503,1
9,1,0,0.789201,-0.518644,-0.328892,0.849789,1
10,1,0,-0.507441,0.672158,0.539172,0.982871,1
11,1,0,-0.540652,0.33274,0.772644,0.919453,1
12,1,0,0.791643,-0.366337,-0.488977,0.902289,1
13,1,0,0.623652,-0.0575204,-0.779583,0.90621,1
14,1,0,0.578949,0.202529,-0.78981,0.910668,1
15,1,0,0.726226,0.020349,-0.687155,0.901771,1
16,1,0,0.820296,-0.102563,-0.562668,0.82342,1
17,1,0,-0.986443,0.160152,-0.0357886,0.861741,1
18,1,0,-0.883249,0.310928,0.350992,0.89619,1
19,1,0,0.470175,-0.648069,-0.599118,0.961075,1
0,2,0,0.674855,-0.106708,-0.730195,0.871749,1
1,2,0,0.390498,-0.0117635,-0.920529,0.883127,1
2,2,0,0.514281,0.247165,-0.821234,0.901366,1
3,2,0,-0.558749,-0.36128,0.74651,0.901879,1
4,2,0,-0.685405,-0.298786,0.664039,0.875519,1
5,2,0,-0.718714,-0.477522,0.505395,0.903107,1
6,2,0,0.82102,-0.069413,-0.566664,0.82143,1
7,2,0,0.94864,0.138089,-0.284628,0.929624,1
8,2,0,-0.646222,-0.10005,0.756563,0.82817,1
9,2,0,-0.993275,0.115738,-0.00305025,0.7849,1
10,2,0,0.40229,-0.196676,-0.894138,0.784447,1
11,2,0,-0.872525,0.0282594,0.487752,0.853578,1
12,2,0,-0.837212,0.0691056,0.542494,0.901411,1
13,2,0,0.861157,0.180221,-0.475321,0.913704,1
14,2,0,0.871959,0.225249,-0.434685,0.922203,1
15,2,0,0.637357,0.333777,-0.694528,0.823973,1
