x,y,z,nx,ny,nz,S,pt
0,0,0,-0.362044,0.838723,0.406777,2.32267e+27,1
1,0,0,-0.0855294,-0.425306,-0.900999,3.83436,1
2,0,0,0.16085,0.0866346,-0.983169,0.996857,1
3,0,0,-0.0350313,-0.453584,-0.890525,0.854643,1
4,0,0,0.184103,0.436233,0.880799,0.954246,1
5,0,0,-0.105917,0.223723,0.968881,0.883659,1
6,0,0,0.322777,-0.77971,-0.536532,0.85039,1
7,0,0,-0.28922,-0.756082,-0.587105,0.953431,1
8,0,0,0.323195,-0.396851,-0.859101,0.882723,1
9,0,0,0.231522,-0.195148,-0.953055,0.867273,1
10,0,0,-0.563553,0.201741,0.801067,0.782927,1
11,0,0,-0.433236,-0.324287,0.840919,0.813222,1
12,0,0,0.0300253,0.201066,-0.979117,0.908522,1
13,0,0,0.158223,-0.268093,-0.950311,0.879571,1
14,0,0,0.31151,-0.399263,-0.862294,0.996764,1
15,0,0,-0.182774,0.115055,0.976399,0.963054,1
16,0,0,-0.0874078,0.77262,0.628823,0.779827,1
17,0,0,-0.162535,-0.427987,-0.88905,0.875715,1
18,0,0,-0.108211,0.732814,0.671769,0.856755,1
19,0,0,-0.579509,0.290073,0.761595,0.833609,1
0,1,0,-0.750879,0.386939,0.535219,0.761224,1
1,1,0,-0.185272,0.394109,0.900196,0.825707,1
2,1,0,0.10354,-0.540571,-0.834903,0.944977,1
3,1,0,0.153312,0.0528841,-0.986762,0.844831,1
4,1,0,-0.420228,-0.110242,-0.900697,0.833918,1
5,1,0,0.102401,0.365561,0.925137,0.862241,1
6,1,0,-0.601036,0.080834,0.795124,0.895249,1
7,1,0,-0.0300949,0.726697,0.686299,0.736392,1
8,1,0,0.337749,0.036906,-0.940512,0.927183,1
9,1,0,-0.132819,0.0570138,0.989499,0.962072,1
10,1,0,0.221366,-0.0297763,-0.974736,0.864495,1
11,1,0,0.262876,0.104144,-0.959192,0.885603,1
12,1,0,0.0835548,-0.198302,-0.976573,0.798619,1
