x,y,z,nx,ny,nz,S,pt
0,0,0,0.0774515,0.758927,0.646553,0.926053,1
1,0,0,0.159178,0.850729,0.500922,0.921885,1
2,0,0,0.0431799,0.981296,0.187598,0.907325,1
3,0,0,0.377346,-0.911146,-0.165597,0.931061,1
4,0,0,0.198988,-0.978607,-0.0522722,0.84004,1
5,0,0,0.0298104,-0.975552,-0.217739,0.816238,1
6,0,0,-0.26457,0.828864,0.492937,0.876162,1
7,0,0,0.0243944,-0.997584,0.0650551,0.764959,1
8,0,0,0.236616,0.939939,0.246025,0.931608,1
9,0,0,-0.243191,-0.90496,-0.349149,0.891756,1
10,0,0,-0.276703,0.896334,0.346441,0.875505,1
11,0,0,-0.0270249,-0.998408,-0.0495063,0.929269,1
12,0,0,-0.0646144,-0.967988,-0.242538,0.940948,1
13,0,0,0.153977,-0.959591,-0.235535,0.839766,1
14,0,0,-0.42146,0.906755,0.0129053,0.866979,1
15,0,0,0.46436,-0.847963,0.255595,0.856374,1
16,0,0,0.00877413,0.99824,0.0586531,0.884891,1
17,0,0,-0.313306,0.913615,0.259127,0.856915,1
18,0,0,-0.461397,-0.787641,-0.408331,0.859139,1
19,0,0,0.201741,0.712578,0.671963,0.916211,1
0,1,0,-0.134056,-0.941545,-0.309066,0.940801,1
1,1,0,-0.123327,0.943822,0.306579,0.913706,1
2,1,0,0.130221,-0.957226,-0.25838,0.866564,1
3,1,0,0.0929964,-0.97975,-0.177316,0.947521,1
4,1,0,-0.204196,0.946701,0.24912,0.923665,1
5,1,0,0.127049,-0.968057,0.216156,0.826927,1
6,1,0,0.281124,-0.833908,-0.474938,0.891696,1
7,1,0,0.0324123,-0.995488,-0.0891827,0.88379,1
8,1,0,0.172429,0.881331,0.439913,0.944768,1
9,1,0,0.0511461,0.895281,0.442556,0.844229,1
10,1,0,-0.503781,-0.858331,-0.0973226,0.860475,1
11,1,0,-0.240841,0.960645,0.138408,0.84284,1
12,1,0,-0.27801,-0.819761,-0.500701,0.891582,1
13,1,0,0.452428,0.891447,-0.0251184,0.869377,1
14,1,0,0.127796,0.970131,0.20619,0.833141,1
15,1,0,0.111894,0.993718,-0.00212102,0.870441,1
16,1,0,-0.0654116,0.992642,0.101897,0.82285,1
17,1,0,0.229141,0.822879,0.519967,0.833394,1
18,1,0,0.056654,-0.698735,-0.713133,0.871328,1
19,1,0,-0.0606893,0.926473,0.371437,0.91917,1
0,2,0,0.294757,-0.880713,-0.370759,0.924639,1
1,2,0,0.273785,-0.955852,-0.106722,0.901154,1
2,2,0,0.455808,-0.818673,-0.349305,0.906704,1
3,2,0,0.456558,-0.886077,-0.0801406,0.925703,1
4,2,0,0.191712,-0.9814,-0.00999754,0.846471,1
5,2,0,-0.165449,-0.971626,0.169029,0.865519,1
6,2,0,0.182228,-0.974443,-0.131357,0.891494,1
7,2,0,0.398885,-0.911693,-0.0985233,0.922103,1
8,2,0,-0.0639435,-0.927859,-0.367408,0.885179,1
9,2,0,0.203939,-0.97705,0.0615085,0.872461,1
10,2,0,0.0734721,-0.997194,0.0143499,0.823765,1
11,2,0,-0.0715923,-0.983215,-0.167819,0.936692,1
12,2,0,0.100328,0.903096,0.417554,0.884958,1
13,2,0,-0.276332,-0.93135,-0.237124,0.943255,1
14,2,0,-0.177603,-0.974808,-0.134932,0.853902,1
15,2,0,0.436526,-0.85491,-0.280311,0.908408,1
16,2,0,-0.183737,0.976105,0.116019,0.866685,1
17,2,0,0.209327,-0.551774,-0.807296,0.863093,1
18,2,0,0.135027,-0.883761,-0.448033,0.787638,1
19,2,0,-0.202079,0.926268,0.318106,0.93197,1
0,3,0,0.33401,-0.941867,-0.0363743,0.885989,1
1,3,0,0.0859108,-0.952467,0.292278,0.905054,1
2,3,0,0.468361,-0.851883,0.234379,0.857458,1
3,3,0,0.250708,-0.964268,0.0856369,0.775589,1
4,3,0,-0.348671,0.872639,0.34195,0.843218,1
5,3,0,-0.710598,0.694038,-0.115588,0.795903,1
6,3,0,-0.388515,0.848753,0.358712,0.874611,1
7,3,0,0.317023,-0.945469,-0.0747392,0.95246,1
8,3,0,0.345813,-0.91029,-0.227565,0.893162,1
9,3,0,0.293115,-0.943489,0.154635,0.900053,1
10,3,0,0.176411,-0.982674,0.0568335,0.857861,1
11,3,0,0.24484,-0.951432,-0.186628,0.898709,1
12,3,0,0.361258,-0.893134,-0.267963,0.888833,1
13,3,0,0.0967425,0.995022,-0.0239103,0.888747,1
14,3,0,-0.111426,0.990818,0.0765775,0.864506,1
15,3,0,-0.154906,0.981468,0.112801,0.935406,1
16,3,0,-0.209459,0.972317,0.103572,0.937451,1
17,3,0,-0.249893,0.862963,0.439146,0.80577,1
18,3,0,-0.555344,0.815327,0.163815,0.872193,1
19,3,0,-0.375233,0.926003,0.0414507,0.931282,1
0,4,0,-0.249817,0.967332,0.0431279,0.954715,1
1,4,0,0.432218,-0.895109,-0.1094,0.875881,1
2,4,0,0.482509,-0.816058,-0.318174,0.871143,1
3,4,0,0.619646,-0.765415,-0.173719,0.900083,1
4,4,0,0.542541,-0.679068,-0.494486,0.922778,1
5,4,0,0.29305,-0.93293,-0.209199,0.87897,1
6,4,0,0.446745,-0.810536,-0.378748,0.931788,1
7,4,0,0.377537,-0.843099,-0.382948,0.84915,1
8,4,0,-0.402365,0.749206,0.526111,0.948876,1
9,4,0,0.269244,-0.83234,-0.484476,0.889303,1
10,4,0,0.114445,-0.900617,-0.419276,0.902951,1
11,4,0,-0.275823,0.75512,0.59474,0.88661,1
12,4,0,0.295347,0.954866,-0.0316296,0.839746,1
13,4,0,-0.15781,0.925097,0.345385,0.799969,1
14,4,0,-0.347523,0.875459,-0.335858,0.858519,1
15,4,0,0.322074,-0.925581,0.198915,0.886202,1
16,4,0,0.150057,-0.982254,-0.112519,0.895181,1
17,4,0,0.0718445,-0.991753,-0.106131,0.887695,1
18,4,0,0.545401,-0.831018,0.109303,0.900048,1
19,4,0,-0.509441,0.805813,0.301888,0.813491,1
0,5,0,-0.36542,0.929922,-0.0413948,0.893324,1
1,5,0,-0.459695,0.864709,0.202385,0.851951,1
