x,y,z,nx,ny,nz,S,pt
0,0,0,0.0974801,-0.985548,0.138535,0.46614,1
1,0,0,-0.150877,-0.969302,0.194137,0.412023,1
2,0,0,0.220846,-0.65878,-0.719191,0.214379,1
3,0,0,0.982763,-0.15288,0.103951,0.304889,1
4,0,0,0.690892,-0.474344,0.545588,0.398508,1
5,0,0,-0.221231,-0.372112,-0.901438,0.334827,1
6,0,0,-0.175465,-0.248769,-0.952537,0.301213,1
7,0,0,0.535364,-0.837453,-0.109809,0.430049,1
8,0,0,-0.63838,0.762511,0.105109,0.593172,1
9,0,0,-0.53989,-0.599987,0.590369,0.373575,1
10,0,0,0.50136,0.861154,-0.0839766,0.619107,1
11,0,0,0.674689,0.634052,-0.377852,0.597283,1
12,0,0,0.357287,-0.743594,-0.565168,0.47955,1
13,0,0,-0.363423,-0.910109,-0.199063,0.665391,1
14,0,0,0.144231,-0.614555,0.775577,0.561904,1
15,0,0,0.200966,-0.711028,0.673833,0.372371,1
16,0,0,0.344618,-0.50308,-0.792559,0.3489,1
17,0,0,-0.476692,-0.877129,-0.058391,0.634141,1
18,0,0,-0.140242,-0.773596,-0.617965,0.432287,1
19,0,0,0.482138,-0.831424,-0.276183,0.655799,1
0,1,0,0.179188,-0.749726,-0.637026,0.453535,1
1,1,0,0.552144,-0.607623,-0.570904,0.620841,1
2,1,0,-0.566237,0.425203,0.706101,0.624166,1
3,1,0,-0.542404,0.776993,-0.3195,0.584249,1
4,1,0,0.261566,-0.813775,0.518993,0.518893,1
5,1,0,-0.525189,-0.17456,0.83289,0.357488,1
6,1,0,-0.877123,0.278565,-0.391226,0.337186,1
7,1,0,0.660931,-0.746221,-0.0795281,0.709592,1
8,1,0,-0.862775,0.504988,-0.0246445,0.571392,1
9,1,0,0.917485,-0.318163,-0.238735,0.478259,1
10,1,0,0.240188,-0.793288,0.559467,0.231639,1
11,1,0,-0.0608967,-0.990847,-0.120472,0.550287,1
12,1,0,0.257734,0.859984,0.440455,0.867412,1
13,1,0,-0.114429,0.95959,0.257086,0.607385,1
14,1,0,-0.580191,0.586171,-0.565493,0.438835,1
15,1,0,0.381805,0.150405,-0.911923,0.563029,1
16,1,0,-0.505679,0.697646,0.507523,0.428303,1
17,1,0,-0.293895,0.83231,0.469984,0.596263,1
18,1,0,0.968359,0.198991,0.150611,0.322806,1
19,1,0,0.426816,-0.82345,-0.373841,0.582949,1
0,2,0,0.117925,0.848044,-0.516638,0.258587,1
1,2,0,0.399691,-0.563413,-0.723058,0.364721,1
2,2,0,-0.264351,0.850321,0.455053,0.481189,1
3,2,0,-0.407626,0.866314,0.288688,0.379971,1
4,2,0,0.136471,0.427413,-0.893697,0.650302,1
5,2,0,-0.0969313,-0.77812,0.620592,0.370327,1
6,2,0,0.930057,-0.083847,-0.357721,0.592988,1
7,2,0,-0.90258,0.426417,0.0593181,0.611533,1
8,2,0,-0.791916,-0.261847,0.551639,0.630638,1
9,2,0,0.643154,-0.50447,0.576076,0.61977,1
10,2,0,0.9586,0.0167706,0.284262,0.546401,1
11,2,0,0.0579993,0.846698,0.528903,0.395158,1
12,2,0,-0.0879237,0.975721,0.200594,0.736749,1
13,2,0,0.231661,-0.959106,-0.162634,0.693803,1
14,2,0,0.590599,-0.779317,0.209422,0.590286,1
15,2,0,0.056598,-0.810307,0.583267,0.383988,1
16,2,0,-0.293737,0.276073,0.915152,0.301757,1
17,2,0,0.28477,-0.886873,-0.363816,0.432168,1
18,2,0,-0.963813,0.0769706,-0.255226,0.339462,1
19,2,0,0.602691,0.258981,-0.75478,0.271707,1
0,3,0,-0.0910024,-0.742629,0.663491,0.808515,1
1,3,0,-0.454808,-0.887504,0.0740767,0.49992,1
2,3,0,-0.635874,-0.704226,-0.315801,0.771868,1
3,3,0,-0.306314,-0.827972,-0.469717,0.578116,1
4,3,0,0.417317,-0.784035,0.459496,0.330529,1
5,3,0,0.551184,-0.505799,-0.663599,0.308153,1
6,3,0,-0.618433,0.230132,0.751386,0.438801,1
7,3,0,0.00598702,0.5233,0.852128,0.397066,1
8,3,0,-0.848924,-0.00739124,0.528463,0.537111,1
9,3,0,-0.847233,0.518997,-0.113305,0.462326,1
10,3,0,-0.573776,0.676804,-0.461213,0.787149,1
11,3,0,-0.8327,0.437092,-0.339943,0.593479,1
12,3,0,-0.578742,0.794364,0.184509,0.614955,1
13,3,0,-0.325377,0.919539,-0.220405,0.566358,1
14,3,0,-0.120402,0.58089,-0.805028,0.599577,1
15,3,0,-0.660241,-0.489454,0.569663,0.450979,1
16,3,0,0.00464305,-0.523057,-0.852285,0.365781,1
17,3,0,-0.103336,0.37365,0.921796,0.668683,1
18,3,0,-0.190382,0.679128,0.7089,0.373861,1
19,3,0,-0.235322,-0.782276,0.576773,0.230007,1
0,4,0,-0.0492427,0.549116,-0.834294,0.631848,1
1,4,0,0.178109,0.974413,0.1371,0.466206,1
2,4,0,-0.0392342,-0.90034,-0.433415,0.799587,1
3,4,0,0.0928132,0.947821,0.304992,0.777966,1
4,4,0,0.708234,0.182365,0.682018,0.209546,1
5,4,0,-0.979027,0.200983,0.0333495,0.267864,1
6,4,0,-0.276159,-0.747669,-0.603927,0.280136,1
7,4,0,-0.91857,-0.278153,-0.28082,0.352858,1
8,4,0,-0.986768,0.00961421,-0.161852,0.529326,1
9,4,0,0.68995,0.723492,0.0229859,0.370706,1
10,4,0,-0.510656,0.58595,-0.629201,0.708314,1
11,4,0,0.381112,-0.48133,0.789351,0.671343,1
12,4,0,0.735625,-0.19631,0.64832,0.575449,1
13,4,0,-0.9133,0.156702,-0.375937,0.660558,1
14,4,0,0.139665,0.490533,-0.860157,0.607401,1
15,4,0,-0.326691,0.0801625,-0.941726,0.355452,1
16,4,0,0.477949,0.875089,-0.0760479,0.31377,1
17,4,0,0.225294,-0.86251,-0.453121,0.575467,1
18,4,0,0.0128544,-0.801285,-0.598145,0.610896,1
19,4,0,0.458235,-0.444832,0.76951,0.544369,1
0,5,0,-0.231408,0.169043,-0.958058,0.585813,1
1,5,0,-0.951522,0.0340952,0.305684,0.224057,1
2,5,0,0.554499,-0.631353,-0.542148,0.689434,1
3,5,0,-0.186303,0.902986,0.387178,0.750018,1
4,5,0,0.0974635,0.98445,-0.146147,0.585862,1
5,5,0,0.480641,0.846242,0.229909,0.385941,1
6,5,0,-0.279223,-0.188916,0.941459,0.0953153,1
7,5,0,0.565527,-0.530564,0.631413,0.487003,1
8,5,0,0.119724,-0.829519,0.545495,0.606239,1
9,5,0,0.453176,-0.440872,0.774767,0.527239,1
10,5,0,-0.78864,0.361288,-0.497512,0.793314,1
11,5,0,-0.376609,0.14115,-0.915556,0.670177,1
12,5,0,-0.077939,0.386527,0.918979,0.487817,1
13,5,0,0.452005,0.0182357,0.891829,0.421882,1
14,5,0,0.712133,0.160412,0.683472,0.786265,1
15,5,0,-0.811386,0.0611769,-0.581301,0.680021,1
16,5,0,0.0919769,0.965873,-0.242134,0.451291,1
17,5,0,0.551039,0.685507,-0.475853,0.489679,1
18,5,0,0.637407,-0.769973,0.0292076,0.318007,1
19,5,0,0.520552,-0.783159,0.34013,0.621946,1
0,6,0,0.579449,-0.124424,0.805455,0.536153,1
1,6,0,0.986822,0.144211,-0.0733822,0.548195,1
2,6,0,0.716469,-0.260606,-0.647114,0.534914,1
3,6,0,0.541873,-0.795613,-0.270875,0.794872,1
4,6,0,0.187785,-0.975552,-0.114173,0.622555,1
5,6,0,0.199155,-0.905946,0.37363,0.424593,1
6,6,0,0.396585,-0.0312563,-0.917466,0.620864,1
7,6,0,-0.0700929,0.203633,-0.976535,0.593036,1
8,6,0,0.575035,0.0215549,0.817845,0.507434,1
9,6,0,-0.923379,0.378001,-0.0669856,0.639872,1
10,6,0,-0.214426,0.448628,-0.867614,0.506334,1
11,6,0,-0.935379,-0.213937,-0.281596,0.342237,1
12,6,0,-0.295185,-0.444711,0.845635,0.289246,1
13,6,0,-0.35101,-0.934648,0.0567943,0.404706,1
14,6,0,-0.505399,0.0815166,-0.859027,0.565108,1
15,6,0,-0.17133,0.348234,-0.921618,0.301769,1
16,6,0,0.190643,-0.94888,0.251561,0.355977,1
17,6,0,-0.39782,-0.847677,0.350973,0.521389,1
18,6,0,0.571725,-0.532256,0.624367,0.537605,1
19,6,0,0.677061,-0.731295,-0.0824388,0.616808,1
0,7,0,-0.756705,-0.178755,-0.628844,0.416769,1
1,7,0,-0.977541,0.202238,-0.0592699,0.382916,1
2,7,0,0.358392,-0.783481,-0.507655,0.481245,1
3,7,0,0.463372,-0.884752,-0.0500112,0.567511,1
4,7,0,-0.947918,0.240267,0.2091,0.473862,1
5,7,0,-0.543421,-0.797516,0.262034,0.312021,1
6,7,0,0.603857,0.354961,-0.713695,0.528983,1
7,7,0,-0.684595,0.0213575,0.728611,0.701353,1
8,7,0,-0.20974,0.157635,0.964966,0.537364,1
9,7,0,-0.597252,0.657138,-0.459847,0.574316,1
10,7,0,0.930635,-0.338593,0.138827,0.771678,1
11,7,0,-0.530919,0.823878,0.198368,0.456405,1
12,7,0,0.374352,-0.152172,0.914715,0.359222,1
13,7,0,-0.917378,-0.0791995,-0.390059,0.470094,1
14,7,0,0.584074,-0.527352,0.617055,0.575856,1
15,7,0,-0.110019,0.798507,-0.591847,0.362759,1
16,7,0,0.315271,-0.502192,-0.805238,0.306731,1
17,7,0,0.192221,0.477998,-0.85707,0.435611,1
18,7,0,-0.304984,-0.130768,0.943337,0.746941,1
19,7,0,-0.164629,-0.288351,-0.943266,0.507802,1
0,8,0,-0.937588,-0.294415,0.185064,0.348499,1
1,8,0,0.971955,0.0809143,0.220808,0.443124,1
2,8,0,-0.705788,-0.67804,-0.205244,0.353519,1
3,8,0,-0.494113,-0.762405,-0.417841,0.391373,1
4,8,0,0.301349,-0.814329,-0.496042,0.511995,1
5,8,0,-0.532592,-0.759337,-0.373835,0.302263,1
6,8,0,-0.356712,0.406013,0.841374,0.567376,1
7,8,0,-0.0231156,0.750104,0.660916,0.777973,1
8,8,0,-0.296328,0.496868,0.815666,0.729859,1
9,8,0,-0.549279,0.835613,0.00659093,0.602968,1
10,8,0,0.849839,-0.503336,0.156289,0.871751,1
11,8,0,0.453334,-0.885446,-0.102345,0.654075,1
12,8,0,-0.0765005,0.870378,0.486405,0.370496,1
13,8,0,0.748338,0.509171,0.42513,0.650595,1
14,8,0,-0.523851,-0.63405,-0.568824,0.245022,1
15,8,0,-0.482108,-0.607574,0.63121,0.459156,1
16,8,0,0.469429,0.415507,-0.779096,0.541118,1
17,8,0,0.601146,0.750836,-0.273622,0.451382,1
18,8,0,0.304386,-0.351765,0.885218,0.36178,1
19,8,0,-0.212911,-0.0792618,0.973851,0.616866,1
0,9,0,0.731891,-0.352254,-0.583312,0.459952,1
1,9,0,0.145118,0.937513,0.316242,0.370889,1
2,9,0,-0.331388,0.414461,0.847587,0.391683,1
3,9,0,0.725543,-0.63406,-0.267498,0.398342,1
4,9,0,-0.021877,-0.158037,-0.987191,0.38569,1
5,9,0,-0.412926,-0.398699,-0.81886,0.66427,1
6,9,0,-0.297553,-0.445126,-0.844586,0.565975,1
7,9,0,-0.0270461,-0.0145543,0.999528,0.676866,1
8,9,0,-0.382849,0.470412,0.795072,0.778831,1
9,9,0,0.1931,-0.701224,-0.686293,0.750001,1
10,9,0,0.780717,-0.551453,-0.293907,0.648276,1
11,9,0,0.976461,-0.210338,-0.0477762,0.383457,1
12,9,0,-0.581234,-0.477161,-0.659155,0.404868,1
13,9,0,-0.102798,-0.333348,-0.937183,0.615012,1
14,9,0,0.173857,0.27825,-0.944643,0.498615,1
15,9,0,-0.444434,-0.14527,-0.883954,0.433553,1
16,9,0,-0.512463,-0.595898,0.618294,0.238121,1
17,9,0,-0.96145,-0.114376,-0.250064,0.467563,1
18,9,0,-0.606919,-0.311075,-0.731356,0.490966,1
19,9,0,0.370686,-0.241793,-0.896732,0.711404,1
0,10,0,-0.699267,-0.130388,0.702869,0.340624,1
1,10,0,0.0342398,0.600701,-0.79874,0.354897,1
2,10,0,-0.236436,0.60724,-0.758523,0.228069,1
3,10,0,-0.536691,-0.546016,-0.643296,0.166875,1
4,10,0,0.892801,-0.157163,0.422144,0.559742,1
