x,y,z,nx,ny,nz,S,pt
0,0,0,-0.744949,-0.574576,-0.338988,0.895667,1
1,0,0,0.460518,0.35167,0.815016,0.906282,1
2,0,0,0.737238,0.00665855,0.675601,0.858392,1
3,0,0,0.808494,-0.304906,0.503359,0.864456,1
4,0,0,0.742178,0.238569,0.626305,0.873017,1
5,0,0,0.97524,0.160218,0.15244,0.785702,1
6,0,0,-0.230856,-0.339524,-0.911828,0.719008,1
7,0,0,-0.334807,-0.587603,-0.736632,0.913099,1
8,0,0,0.451015,0.439105,0.777028,0.896875,1
9,0,0,-0.44324,-0.389439,-0.807388,0.906646,1
10,0,0,-0.690667,-0.474609,-0.545642,0.891565,1
11,0,0,-0.785447,-0.171983,-0.594555,0.894175,1
12,0,0,-0.74461,-0.424604,-0.515041,0.917523,1
13,0,0,-0.951588,-0.291746,-0.0967715,0.859037,1
14,0,0,-0.675955,-0.136976,-0.724101,0.897282,1
15,0,0,0.696534,0.292676,0.65512,0.937819,1
16,0,0,-0.704957,-0.0512492,-0.707396,0.960338,1
17,0,0,0.684551,0.387659,0.617341,0.895128,1
18,0,0,-0.857693,-0.433809,-0.275993,0.955103,1
19,0,0,-0.659895,-0.487254,-0.571946,0.953532,1
0,1,0,0.801531,0.450142,0.393599,0.840205,1
1,1,0,-0.71714,-0.227629,-0.658707,0.875343,1
2,1,0,-0.719251,0.0884577,-0.689096,0.944481,1
3,1,0,-0.610707,-0.371803,-0.699142,0.871112,1
4,1,0,-0.852806,0.0644413,-0.518237,0.850489,1
5,1,0,0.900784,-0.168022,0.400446,0.899081,1
6,1,0,0.674411,-0.0208555,0.738062,0.856739,1
7,1,0,-0.666808,0.0257773,-0.744784,0.881872,1
8,1,0,-0.584458,-0.497202,-0.641248,0.757978,1
9,1,0,-0.504288,-0.406235,-0.762015,0.928099,1
10,1,0,-0.584374,-0.528003,-0.616214,0.940351,1
11,1,0,0.422283,0.310461,0.85164,0.91038,1
12,1,0,-0.865973,-0.311186,-0.391477,0.90655,1
13,1,0,0.902384,0.287005,0.321451,0.836161,1
14,1,0,-0.593133,-0.365238,-0.717492,0.898422,1
15,1,0,0.633289,0.37192,0.67869,0.92314,1
16,1,0,-0.46398,-0.245842,-0.851049,0.89261,1
17,1,0,-0.651275,-0.306208,-0.694318,0.912924,1
18,1,0,0.62206,0.573659,0.532876,0.936132,1
19,1,0,-0.62143,-0.605219,-0.497529,0.923647,1
0,2,0,0.426921,0.621253,0.657102,0.817617,1
1,2,0,0.517349,0.175628,0.837559,0.859936,1
2,2,0,-0.604235,0.155239,-0.781538,0.925879,1
3,2,0,0.615541,-0.126821,0.777834,0.942915,1
