x,y,z,nx,ny,nz,S,pt
0,0,0,-0.789942,0.346797,0.505691,0.938698,1
1,0,0,0.673143,-0.523617,-0.522211,0.848396,1
2,0,0,0.809265,-0.121332,-0.574776,0.937095,1
3,0,0,0.706267,-0.0454075,-0.706488,0.912879,1
4,0,0,-0.713611,-0.0323888,0.699793,0.888354,1
5,0,0,-0.880831,0.149601,0.449173,0.93428,1
6,0,0,-0.763338,0.225682,0.605295,0.932068,1
7,0,0,0.873926,-0.306178,-0.377503,0.939551,1
8,0,0,-0.96278,0.110796,0.246534,0.825544,1
9,0,0,-0.67027,0.227418,0.706413,0.902564,1
10,0,0,0.578722,-0.217697,-0.785932,0.891739,1
11,0,0,-0.475338,0.645232,0.598105,0.914452,1
12,0,0,0.733005,-0.414999,-0.538962,0.868155,1
13,0,0,0.513599,-0.275294,-0.812668,0.894577,1
14,0,0,-0.589844,0.42468,0.686827,0.938535,1
15,0,0,0.723314,-0.296596,-0.623577,0.922411,1
16,0,0,-0.668817,0.533613,0.51763,0.922451,1
17,0,0,0.832103,0.210088,-0.513291,0.865055,1
18,0,0,-0.936729,0.119677,0.328963,0.934721,1
19,0,0,-0.856484,0.0712003,0.511239,0.945977,1
0,1,0,0.808293,-0.181392,-0.560142,0.905257,1
1,1,0,0.372292,-0.471759,-0.799276,0.893945,1
2,1,0,0.817465,-0.226156,-0.529721,0.870711,1
3,1,0,0.68231,-0.0848765,-0.726119,0.915613,1
4,1,0,-0.751784,-0.0913191,0.653056,0.943707,1
5,1,0,-0.959878,0.0317031,0.27862,0.936569,1
6,1,0,0.987757,-0.02366,-0.154193,0.954214,1
7,1,0,-0.912921,0.154519,0.377754,0.953006,1
8,1,0,0.894452,-0.240524,-0.376966,0.857427,1
9,1,0,0.824425,-0.181377,-0.536121,0.925561,1
10,1,0,0.61413,-0.250986,-0.748231,0.914577,1
11,1,0,-0.532553,0.349349,0.770936,0.927258,1
12,1,0,0.774409,-0.124071,-0.620401,0.900407,1
13,1,0,0.788845,-0.306107,-0.532937,0.873315,1
14,1,0,0.699171,-0.000542271,-0.714955,0.908136,1
15,1,0,0.79924,-0.347645,-0.490262,0.929212,1
16,1,0,0.817106,-0.253966,-0.517532,0.906401,1
17,1,0,-0.93725,-0.120683,0.327105,0.899653,1
18,1,0,-0.790623,-0.229707,0.567582,0.922942,1
19,1,0,-0.904809,0.14835,0.39914,0.893401,1
0,2,0,-0.545954,0.366592,0.753355,0.89483,1
1,2,0,0.502356,-0.512496,-0.69641,0.919481,1
2,2,0,0.533457,-0.434971,-0.725412,0.933064,1
3,2,0,-0.582757,0.468029,0.664336,0.853107,1
4,2,0,0.774096,0.242493,-0.584785,0.867592,1
5,2,0,-0.869066,-0.0863105,0.487108,0.893357,1
6,2,0,0.960439,-0.0670103,-0.270307,0.889909,1
7,2,0,-0.784945,0.327172,0.526137,0.881145,1
8,2,0,-0.6736,-0.457838,0.580213,0.836811,1
9,2,0,0.756207,0.100765,-0.646527,0.855588,1
10,2,0,0.844086,-0.349424,-0.40672,0.910273,1
11,2,0,-0.703544,0.0954984,0.704206,0.870245,1
12,2,0,0.601996,0.13667,-0.786716,0.922503,1
13,2,0,-0.894725,0.139203,0.42437,0.876337,1
14,2,0,0.760902,-0.548253,-0.347054,0.830275,1
15,2,0,-0.83559,0.389126,0.387776,0.926322,1
16,2,0,-0.870247,0.317912,0.376301,0.954156,1
17,2,0,0.963136,-0.08598,-0.254906,0.954907,1
18,2,0,-0.878213,-0.0046693,0.478247,0.915857,1
19,2,0,0.901736,-0.37043,-0.22283,0.874804,1
0,3,0,0.856168,-0.294423,-0.424606,0.925114,1
1,3,0,0.754408,-0.307869,-0.579728,0.954665,1
2,3,0,-0.773341,0.414874,0.479399,0.932234,1
3,3,0,-0.82118,0.521724,0.231231,0.873081,1
4,3,0,-0.964113,-0.0947054,0.248026,0.846091,1
5,3,0,0.641421,-0.22695,-0.732853,0.893842,1
6,3,0,0.827951,-0.36671,-0.424289,0.91719,1
7,3,0,0.818433,-0.143421,-0.556415,0.962776,1
8,3,0,-0.889442,0.0429695,0.455023,0.868158,1
9,3,0,0.570377,-0.378024,-0.729224,0.903297,1
10,3,0,0.801429,-0.444283,-0.400406,0.913772,1
11,3,0,-0.874882,0.195356,0.44319,0.91637,1
12,3,0,-0.691313,0.0764523,0.7185,0.906443,1
13,3,0,-0.750871,0.36405,0.551054,0.938322,1
14,3,0,-0.772625,0.521537,0.362009,0.8401,1
15,3,0,-0.749269,0.0137215,0.662124,0.902757,1
16,3,0,-0.726951,0.508635,0.461337,0.921591,1
17,3,0,-0.9181,0.0764328,0.388909,0.880257,1
18,3,0,0.840306,-0.300021,-0.451523,0.930305,1
19,3,0,-0.871201,0.462249,0.16533,0.950481,1
0,4,0,-0.732464,0.137069,0.666865,0.911342,1
1,4,0,-0.694554,0.246435,0.675917,0.935632,1
2,4,0,-0.878405,0.311608,0.362361,0.953981,1
3,4,0,0.894413,-0.218508,-0.390229,0.918711,1
4,4,0,-0.767975,0.344273,0.540084,0.905078,1
5,4,0,-0.714865,0.277351,0.641907,0.968888,1
6,4,0,-0.760339,0.327842,0.560717,0.936888,1
7,4,0,0.823356,-0.218188,-0.523908,0.866471,1
8,4,0,-0.912394,0.257093,0.318497,0.949289,1
9,4,0,0.735823,-0.10521,-0.668951,0.883184,1
10,4,0,0.528186,-0.470834,-0.706637,0.883982,1
11,4,0,0.511114,-0.496923,-0.701306,0.942828,1
12,4,0,0.668768,-0.407838,-0.621625,0.927192,1
13,4,0,-0.723437,0.386084,0.572345,0.975167,1
14,4,0,-0.669471,0.161816,0.724999,0.924927,1
15,4,0,0.627354,-0.0444425,-0.777465,0.957763,1
16,4,0,0.666666,-0.214666,-0.713775,0.865944,1
17,4,0,-0.950255,0.103709,0.2937,0.900684,1
18,4,0,0.966514,0.096736,-0.237681,0.918804,1
19,4,0,-0.854084,0.435876,0.283817,0.89251,1
0,5,0,0.875723,0.143132,-0.46111,0.954084,1
1,5,0,0.803859,-0.120483,-0.58249,0.921238,1
2,5,0,-0.867914,0.0933548,0.487863,0.934849,1
3,5,0,-0.847959,-0.0589658,0.526772,0.947528,1
4,5,0,-0.698873,0.0912064,0.709406,0.891447,1
5,5,0,-0.824249,0.274586,0.495194,0.927161,1
6,5,0,-0.933215,0.0758978,0.351211,0.897808,1
7,5,0,-0.976214,-0.215449,-0.0242401,0.913365,1
8,5,0,-0.963114,0.00541219,0.269039,0.920429,1
9,5,0,-0.850688,-0.166678,0.498547,0.845373,1
10,5,0,0.759589,-0.351393,-0.547309,0.907177,1
11,5,0,-0.604507,0.347635,0.716743,0.917105,1
12,5,0,0.705466,-0.140314,-0.694715,0.934094,1
13,5,0,-0.666397,0.425412,0.612323,0.961735,1
14,5,0,0.827833,-0.126775,-0.546461,0.928272,1
15,5,0,-0.691613,0.0676434,0.719094,0.940097,1
16,5,0,0.866397,-0.32477,-0.379317,0.933482,1
17,5,0,-0.90166,0.0336895,0.431132,0.891676,1
18,5,0,0.920941,0.0366199,-0.387977,0.912778,1
19,5,0,-0.836595,0.0980085,0.538983,0.81594,1
0,6,0,0.904776,0.192491,-0.379904,0.903397,1
1,6,0,-0.765843,-0.207254,0.608712,0.9576,1
2,6,0,0.925191,0.185009,-0.33135,0.89764,1
3,6,0,-0.839573,-0.122913,0.52916,0.878114,1
4,6,0,0.721713,-0.568935,-0.394263,0.873276,1
